account_id,customer_id,account_type,balance,opened_date
1487,1727,Investment,12280.66,2022-05-04
1488,405,Investment,4336.9,2023-07-01
1489,4090,Investment,39247.01,2023-01-05
1490,1818,Checking,3825.5,2023-02-20
1491,1121,Savings,12083.86,2020-09-26
1492,3860,Checking,23939.13,2020-09-29
1493,4148,Investment,21726.65,2019-01-13
1494,3379,Investment,7107.75,2021-09-17
1495,2445,Savings,12946.18,2021-07-10
1496,204,Savings,3597.5,2016-09-24
1497,1391,Checking,20120.38,2020-05-19
1498,3151,Investment,28774.46,2021-07-20
1499,2562,Investment,39196.52,2015-06-09
1500,3483,Savings,8009.44,2020-04-09
1501,1744,Checking,6548.22,2023-01-20
1502,4361,Investment,35504.49,2015-03-27
1503,449,Investment,12623.16,2021-11-05
1504,772,Checking,36311.23,2023-03-28
1505,4507,Checking,42451.01,2017-11-04
1506,918,Savings,17527.49,2020-09-17
1507,4788,Savings,16096.98,2023-12-13
1508,695,Checking,40651.92,2020-10-15
1509,1216,Checking,21214.7,2022-11-27
1510,2042,Savings,38298.09,2017-11-22
1511,3681,Checking,15674.18,2021-03-01
1512,3715,Investment,20756.07,2022-12-25
1513,2190,Checking,41381.92,2021-03-07
1514,2367,Investment,46905.47,2018-02-26
1515,401,Savings,3559.83,2016-11-19
1516,488,Investment,6100.1,2019-04-16
1517,1339,Investment,30248.76,2017-11-29
1518,2138,Savings,26006.41,2020-11-27
1519,2869,Savings,32613.26,2017-05-12
1520,341,Checking,25635.76,2019-04-19
1521,1096,Investment,49229.8,2023-01-02
1522,30,Investment,1464.31,2018-06-03
1523,4276,Savings,26567.3,2015-06-12
1524,3606,Investment,35563.09,2015-07-29
1525,4725,Savings,45100.99,2018-03-31
1526,3364,Checking,25026.45,2016-07-05
1527,3450,Savings,8426.84,2015-06-22
1528,4713,Checking,48832.89,2021-09-18
1529,1789,Checking,3730.38,2017-08-27
1530,4171,Investment,24535.04,2020-03-02
1531,2580,Savings,40622.29,2016-06-08
1532,4881,Savings,48168.94,2015-05-02
1533,4888,Savings,45776.33,2019-05-12
1534,3860,Savings,1720.89,2016-04-21
1535,2988,Investment,48075.35,2022-06-12
1536,3224,Investment,1582.75,2022-08-02
1537,885,Investment,26171.03,2020-12-13
1538,674,Investment,119.94,2021-09-08
1539,645,Checking,43820.45,2019-08-23
1540,2642,Checking,15111.24,2022-09-17
1541,3442,Savings,10548.18,2018-11-19
1542,4404,Investment,2065.68,2015-10-27
1543,1127,Investment,38768.64,2016-05-26
1544,1904,Savings,19088.82,2020-10-26
1545,1215,Checking,37853.93,2022-12-26
1546,2398,Investment,16963.69,2015-08-26
1547,2394,Investment,49112.75,2019-03-13
1548,519,Savings,15073.74,2019-11-19
1549,940,Savings,8566.47,2020-05-09
1550,1100,Investment,14430.0,2016-12-03
1551,888,Checking,17992.86,2018-08-02
1552,2361,Savings,35767.9,2021-07-30
1553,717,Investment,29739.68,2022-04-02
1554,3017,Investment,19720.3,2019-03-12
1555,3092,Investment,1121.46,2017-08-04
1556,830,Checking,4453.79,2022-04-16
1557,3211,Checking,8844.44,2019-11-17
1558,3625,Savings,6805.76,2017-03-24
1559,372,Investment,42425.8,2020-06-18
1560,3229,Savings,45233.64,2016-06-17
1561,567,Savings,46902.36,2020-02-05
1562,3072,Checking,2755.29,2019-07-27
1563,722,Investment,14116.73,2015-02-13
1564,4987,Checking,7814.74,2018-09-22
1565,1703,Checking,13998.83,2023-06-21
1566,3630,Investment,42173.0,2023-12-02
1567,3897,Checking,7790.18,2016-04-13
1568,4505,Checking,21887.41,2020-01-11
1569,3792,Investment,2887.05,2015-12-25
1570,3234,Investment,5495.94,2016-01-04
1571,2372,Investment,40462.26,2016-12-04
1572,771,Investment,25821.66,2018-02-13
1573,2722,Savings,26572.14,2021-02-22
1574,3778,Savings,5976.11,2023-06-11
1575,3225,Savings,2381.66,2022-06-22
1576,2013,Checking,29432.22,2015-02-02
1577,4626,Investment,38104.23,2018-07-31
1578,4541,Investment,22404.39,2020-03-19
1579,4089,Investment,29699.76,2021-12-26
1580,4165,Checking,31224.11,2015-10-14
1581,3777,Investment,37195.49,2021-04-15
1582,3794,Investment,36024.69,2023-08-24
1583,4005,Investment,13431.56,2020-05-25
1584,2319,Checking,43904.59,2022-12-06
1585,3221,Investment,44411.14,2017-08-23
1586,3300,Checking,27466.9,2017-02-16
1587,1296,Savings,9051.68,2019-06-15
1588,4334,Investment,18689.97,2022-01-31
1589,2172,Checking,38710.93,2021-01-02
1590,1085,Checking,29949.76,2017-01-05
1591,664,Checking,36042.93,2021-08-27
1592,4730,Investment,29484.23,2021-05-11
1593,2568,Investment,15156.34,2018-08-03
1594,1266,Checking,44849.08,2021-07-03
1595,3132,Investment,13395.37,2020-08-25
1596,4939,Checking,6585.24,2020-02-25
1597,4007,Checking,21283.46,2016-10-12
1598,2021,Investment,44652.97,2017-07-28
1599,2604,Investment,11707.67,2021-11-09
1600,199,Savings,20011.51,2020-06-13
1601,2136,Savings,28352.85,2020-08-18
1602,4869,Savings,13372.06,2022-01-09
1603,1224,Savings,34943.99,2020-06-22
1604,3311,Savings,3203.85,2022-03-26
1605,2550,Investment,29393.82,2019-02-01
1606,4207,Savings,10600.0,2019-12-02
1607,451,Savings,18777.67,2017-05-11
1608,757,Checking,17136.87,2020-10-06
1609,4677,Investment,8451.67,2022-02-06
1610,1124,Investment,46156.97,2022-08-31
1611,2694,Savings,13282.99,2023-04-12
1612,4782,Checking,39750.31,2021-03-12
1613,3309,Investment,18002.98,2020-12-28
1614,878,Checking,34659.03,2020-03-29
1615,2798,Savings,2393.64,2022-01-07
1616,3606,Savings,49828.21,2023-02-26
1617,4839,Savings,13240.77,2023-05-16
1618,4667,Checking,44483.77,2015-08-15
1619,4840,Checking,18940.09,2017-03-25
1620,4854,Savings,31884.2,2019-10-22
1621,141,Investment,43585.58,2017-07-11
1622,1361,Savings,24089.64,2016-04-14
1623,3527,Investment,20676.62,2021-04-25
1624,3732,Investment,2881.31,2023-07-06
1625,4265,Savings,49794.4,2023-02-07
1626,1115,Investment,10869.23,2018-09-09
1627,2956,Savings,47837.87,2016-01-03
1628,139,Investment,45983.27,2020-07-21
1629,4979,Savings,28042.44,2017-12-31
1630,2217,Checking,17427.56,2018-11-12
1631,349,Savings,14622.64,2018-06-09
1632,2379,Investment,1607.68,2021-10-12
1633,3746,Checking,19155.43,2017-12-07
1634,3123,Checking,13778.52,2023-06-28
1635,38,Investment,17371.29,2022-11-06
1636,2137,Investment,19396.34,2023-10-08
1637,3899,Checking,1973.69,2018-01-18
1638,3504,Checking,32172.56,2023-04-23
1639,3303,Investment,42595.44,2018-07-04
1640,330,Investment,40180.45,2017-11-26
1641,2100,Savings,39164.27,2020-05-30
1642,4711,Checking,25676.81,2018-02-24
1643,4453,Savings,21991.63,2021-05-17
1644,3093,Investment,23409.35,2021-06-05
1645,162,Savings,29795.42,2016-09-29
1646,1384,Checking,42294.21,2018-11-25
1647,162,Savings,30972.98,2018-12-25
1648,2964,Investment,16535.35,2023-04-10
1649,476,Checking,26379.87,2023-08-25
1650,2259,Savings,15641.86,2022-12-14
1651,4280,Investment,34367.26,2015-07-07
1652,3873,Investment,19331.72,2023-04-16
1653,2408,Investment,26295.39,2015-09-05
1654,1136,Checking,42080.87,2021-07-27
1655,1125,Investment,6040.91,2017-07-09
1656,700,Checking,8666.14,2021-08-01
1657,1667,Investment,44500.47,2015-06-22
1658,4458,Investment,33666.53,2020-04-27
1659,890,Investment,42762.0,2020-11-01
1660,3960,Investment,13845.56,2016-10-09
1661,2362,Investment,18015.65,2015-02-09
1662,2395,Checking,22151.94,2016-10-09
1663,3437,Checking,9844.08,2021-06-27
1664,4868,Checking,23738.7,2017-10-04
1665,2301,Investment,34793.88,2023-05-27
1666,672,Investment,43351.83,2015-10-21
1667,4855,Savings,16685.25,2015-03-02
1668,3111,Investment,34351.35,2021-06-18
1669,3750,Checking,34302.11,2020-11-11
1670,772,Checking,31738.16,2020-08-04
1671,437,Checking,9299.47,2016-01-20
1672,1612,Savings,10091.38,2018-09-30
1673,3069,Savings,37968.56,2015-02-03
1674,70,Savings,46272.72,2020-04-16
1675,1338,Savings,9640.4,2016-09-22
1676,1900,Savings,49513.17,2015-06-22
1677,3200,Checking,21853.92,2018-02-16
1678,1312,Investment,29782.01,2021-07-10
1679,4950,Savings,33917.28,2015-01-12
1680,3521,Savings,32731.42,2022-05-30
1681,1298,Checking,35900.16,2018-02-15
1682,1745,Checking,27480.63,2020-07-08
1683,2584,Checking,28562.04,2016-05-11
1684,3093,Checking,47920.24,2015-12-14
1685,286,Checking,39036.52,2020-11-18
1686,2648,Savings,43511.33,2020-11-19
1687,2590,Checking,18071.55,2021-01-04
1688,4080,Investment,10390.95,2020-04-16
1689,4684,Savings,8101.79,2020-06-21
1690,4869,Savings,10255.04,2018-04-14
1691,3577,Investment,3244.95,2017-12-17
1692,1752,Investment,14959.16,2016-06-29
1693,4434,Investment,35345.75,2022-05-03
1694,3435,Savings,43956.39,2022-02-14
1695,792,Savings,36973.81,2023-04-21
1696,399,Savings,17098.22,2018-03-21
1697,2036,Checking,42755.2,2023-11-20
1698,2722,Checking,25812.03,2022-05-04
1699,194,Investment,27856.05,2016-05-04
1700,173,Investment,16993.22,2021-04-29
1701,1467,Checking,26261.22,2015-02-28
1702,2723,Checking,46362.25,2022-09-10
1703,75,Checking,23723.42,2023-11-09
1704,2411,Investment,20269.99,2020-12-28
1705,744,Checking,2282.72,2020-08-27
1706,3868,Investment,22776.8,2023-05-17
1707,4496,Investment,42253.55,2018-04-03
1708,4698,Checking,8327.28,2021-07-01
1709,3839,Checking,31935.74,2023-08-05
1710,943,Savings,5206.61,2020-04-03
1711,1004,Investment,15514.06,2020-12-31
1712,1321,Investment,36123.51,2022-09-28
1713,256,Checking,18753.56,2016-11-20
1714,1135,Savings,18761.6,2018-05-07
1715,420,Checking,41814.07,2017-08-23
1716,3884,Investment,21628.59,2023-12-26
1717,596,Investment,17785.82,2022-11-12
1718,3414,Savings,27163.68,2020-02-14
1719,2943,Investment,48011.5,2019-10-18
1720,4091,Investment,17165.65,2018-05-07
1721,1792,Savings,41396.94,2016-04-29
1722,2454,Investment,31748.42,2022-05-14
1723,874,Investment,21807.24,2019-12-04
1724,247,Investment,20013.41,2021-06-20
1725,2027,Savings,26984.55,2017-01-17
1726,4574,Savings,10181.51,2021-07-14
1727,526,Savings,11262.21,2019-12-18
1728,2008,Checking,29576.96,2017-04-08
1729,1868,Savings,24768.99,2015-05-13
1730,4402,Checking,1094.15,2023-01-27
1731,1479,Savings,21185.58,2019-03-18
1732,2573,Checking,19168.67,2019-09-19
1733,3844,Savings,29833.06,2015-01-25
1734,1164,Savings,36867.42,2017-06-05
1735,387,Investment,30834.54,2018-03-21
1736,2022,Checking,15822.88,2015-03-05
1737,2035,Investment,10377.46,2023-05-05
1738,1465,Investment,46928.46,2023-03-09
1739,4079,Savings,32911.34,2019-02-16
1740,1528,Investment,13037.16,2018-07-11
1741,3799,Investment,40343.16,2015-03-14
1742,457,Savings,40385.79,2022-11-25
1743,588,Savings,16620.38,2018-09-26
1744,4480,Savings,37661.06,2023-05-01
1745,2530,Savings,649.06,2017-05-02
1746,694,Investment,21934.31,2021-09-14
1747,4466,Savings,15286.58,2021-11-17
1748,1198,Checking,23824.01,2023-01-26
1749,747,Investment,21051.14,2020-05-13
1750,2497,Checking,544.78,2021-02-28
1751,872,Investment,18962.56,2019-07-01
1752,2959,Investment,34876.77,2023-08-30
1753,56,Savings,36816.52,2019-12-10
1754,3021,Savings,24189.1,2021-05-31
1755,3611,Checking,32122.81,2018-05-28
1756,2981,Investment,20067.73,2022-02-07
1757,3781,Savings,19650.54,2018-03-15
1758,3772,Savings,35838.23,2019-02-28
1759,800,Checking,16810.96,2022-02-03
1760,270,Checking,46326.0,2017-04-14
1761,3511,Savings,26628.06,2022-05-14
1762,1309,Checking,26447.2,2023-07-09
1763,4496,Savings,31127.41,2021-02-20
1764,4729,Checking,22733.46,2017-07-28
1765,933,Savings,13743.43,2021-04-10
1766,4048,Investment,24172.42,2023-12-02
1767,615,Checking,30775.72,2016-08-24
1768,2805,Investment,14060.2,2021-06-07
1769,3450,Investment,30656.84,2022-09-09
1770,3616,Checking,16127.54,2022-08-16
1771,3097,Investment,19345.36,2019-01-09
1772,2434,Checking,5024.05,2021-12-08
1773,1677,Savings,11849.59,2015-06-12
1774,302,Checking,407.55,2018-12-12
1775,56,Checking,49715.09,2015-02-01
1776,23,Checking,13083.96,2022-03-08
1777,3088,Investment,14703.16,2021-06-23
1778,1233,Checking,38373.86,2017-05-15
1779,3158,Checking,26539.21,2021-05-06
1780,1791,Investment,2953.88,2021-03-04
1781,3217,Savings,15547.67,2019-01-15
1782,4389,Savings,14809.05,2017-01-06
1783,1894,Checking,24611.22,2023-10-14
1784,4716,Checking,19872.8,2023-08-27
1785,1466,Checking,40725.83,2018-07-28
1786,4064,Investment,4369.14,2020-08-07
1787,2331,Investment,22871.46,2016-05-29
1788,1002,Savings,23816.85,2015-09-09
1789,2062,Savings,43811.55,2022-02-17
1790,3456,Checking,36771.03,2015-02-25
1791,3026,Investment,15878.52,2021-04-15
1792,1873,Checking,20079.25,2018-02-13
1793,4316,Investment,42048.12,2020-04-16
1794,3006,Investment,23106.05,2019-08-08
1795,733,Savings,12411.3,2017-01-31
1796,1065,Investment,26334.96,2019-12-16
1797,2966,Checking,45311.25,2017-01-28
1798,607,Savings,27885.77,2017-07-13
1799,4489,Checking,11267.7,2021-09-02
1800,1284,Investment,14926.67,2017-05-08
1801,952,Savings,46187.19,2019-10-01
1802,4578,Checking,40701.5,2023-03-18
1803,3027,Savings,40874.89,2023-03-11
1804,3201,Savings,6703.31,2023-06-17
1805,1698,Investment,45342.24,2021-07-19
1806,584,Savings,12326.15,2019-12-07
1807,3757,Savings,30766.66,2021-02-21
1808,2556,Checking,1191.03,2020-01-11
1809,4398,Checking,22200.17,2020-06-12
1810,2246,Savings,7072.29,2015-04-24
1811,1226,Savings,33518.57,2018-08-22
1812,1200,Checking,2209.06,2017-02-28
1813,3001,Checking,8128.78,2021-10-23
1814,3655,Investment,30769.17,2015-04-28
1815,2946,Savings,49771.04,2019-07-18
1816,4234,Investment,35485.1,2020-02-26
1817,3156,Investment,44794.59,2019-02-09
1818,4243,Investment,7289.63,2018-06-01
1819,3416,Savings,12449.25,2015-12-26
1820,4143,Savings,16335.41,2021-09-14
1821,3573,Investment,20070.2,2015-08-06
1822,4132,Savings,31941.77,2022-01-24
1823,2651,Checking,32468.06,2019-04-19
1824,760,Investment,23315.2,2020-08-23
1825,4115,Savings,5899.48,2017-12-27
1826,3602,Savings,14908.48,2017-07-23
1827,3646,Savings,30293.51,2016-05-26
1828,1946,Checking,3416.69,2017-10-22
1829,708,Investment,24659.4,2022-08-24
1830,1970,Investment,43961.03,2016-10-14
1831,3055,Investment,24939.04,2015-11-15
1832,4,Savings,40023.61,2018-06-28
1833,726,Checking,44314.96,2016-09-01
1834,484,Savings,43743.03,2021-03-04
1835,90,Savings,36132.32,2015-03-31
1836,1239,Investment,40875.28,2015-11-03
1837,2674,Checking,31955.85,2022-06-03
1838,590,Investment,35696.14,2022-03-28
1839,4580,Checking,41890.9,2020-08-14
1840,1252,Investment,16320.05,2023-09-18
1841,2899,Checking,46917.18,2019-01-03
1842,3381,Investment,16517.82,2015-06-16
1843,246,Checking,28213.85,2019-02-22
1844,1677,Investment,37021.43,2017-04-07
1845,2856,Investment,49618.89,2020-11-03
1846,1516,Checking,22353.16,2022-02-10
1847,3248,Investment,39617.03,2023-05-22
1848,1572,Savings,20591.41,2017-04-09
1849,2100,Savings,38919.67,2018-09-28
1850,121,Savings,10888.0,2019-05-09
1851,3485,Investment,43004.61,2023-10-07
1852,2299,Checking,13590.6,2016-05-22
1853,188,Investment,173.74,2020-10-04
1854,3288,Savings,14138.65,2023-03-24
1855,2456,Checking,43301.5,2015-06-25
1856,330,Savings,41729.09,2020-10-05
1857,349,Checking,4316.52,2023-06-22
1858,1286,Savings,3167.21,2017-02-11
1859,3903,Investment,20801.17,2019-07-07
1860,4153,Checking,14938.71,2020-05-26
1861,2121,Checking,45994.41,2018-11-27
1862,291,Savings,46995.78,2019-07-31
1863,2491,Savings,12365.6,2021-12-02
1864,3700,Savings,19979.31,2015-04-08
1865,2185,Savings,15417.97,2022-01-04
1866,2748,Checking,44068.84,2021-08-19
1867,3971,Investment,18893.43,2018-06-30
1868,4193,Checking,23037.29,2015-03-21
1869,3080,Checking,655.47,2021-07-15
1870,1378,Checking,41740.51,2018-04-17
1871,2745,Checking,19384.47,2016-08-13
1872,4250,Checking,7234.3,2020-12-16
1873,4051,Savings,47870.69,2023-07-09
1874,422,Savings,3965.22,2021-12-28
1875,1470,Checking,28128.21,2021-08-05
1876,4421,Checking,4297.16,2021-09-19
1877,2082,Savings,21177.68,2016-11-03
1878,3456,Checking,671.18,2018-06-15
1879,3898,Checking,1906.25,2017-03-25
1880,3159,Savings,20544.55,2023-04-10
1881,4880,Savings,12734.68,2021-11-05
1882,569,Savings,40878.1,2023-11-08
1883,4102,Savings,9473.59,2016-12-16
1884,1522,Investment,37319.11,2019-12-18
1885,2190,Savings,10161.22,2016-02-29
1886,843,Savings,7152.38,2020-01-28
1887,2353,Savings,11111.28,2020-07-10
1888,1771,Checking,42131.38,2017-09-27
1889,4853,Checking,8330.82,2017-12-23
1890,106,Savings,8944.56,2016-04-25
1891,2283,Savings,40693.14,2015-12-15
1892,824,Savings,5342.73,2022-05-18
1893,433,Savings,43405.31,2019-05-08
1894,524,Investment,27199.73,2022-05-25
1895,4605,Savings,3166.37,2016-10-12
1896,1472,Savings,6604.7,2021-09-21
1897,3571,Checking,4636.14,2017-06-09
1898,234,Investment,33703.71,2016-12-07
1899,2580,Checking,14775.87,2022-01-07
1900,3011,Investment,17987.05,2021-05-30
1901,4357,Savings,9156.81,2018-01-07
1902,1569,Investment,39586.0,2018-11-30
1903,865,Savings,27010.35,2018-04-12
1904,3319,Investment,965.87,2021-07-23
1905,1894,Investment,38167.27,2018-07-09
1906,601,Investment,19228.29,2018-01-22
1907,4918,Savings,22994.57,2018-01-29
1908,4269,Checking,1688.51,2021-03-06
1909,3903,Checking,38976.28,2023-10-18
1910,1810,Investment,45010.33,2020-06-28
1911,2434,Investment,30804.86,2023-06-29
1912,3380,Savings,31640.97,2015-01-13
1913,1166,Checking,7767.81,2023-06-05
1914,2668,Savings,5896.28,2023-09-17
1915,1177,Checking,34186.19,2017-05-03
1916,2442,Checking,40872.59,2015-12-04
1917,1109,Checking,4323.2,2021-12-18
1918,4108,Checking,14320.01,2019-10-24
1919,3537,Checking,44944.56,2015-04-11
1920,3206,Savings,49362.81,2021-07-17
1921,678,Savings,25629.46,2015-10-11
1922,4451,Checking,19427.31,2016-03-20
1923,1980,Checking,48723.82,2020-06-30
1924,135,Savings,1261.5,2016-12-06
1925,606,Investment,8799.33,2015-10-11
1926,729,Savings,15363.2,2015-03-13
1927,2323,Checking,46810.55,2021-06-16
1928,3653,Checking,40905.69,2019-03-29
1929,2042,Savings,33786.68,2021-07-10
1930,248,Investment,6567.99,2021-02-19
1931,229,Investment,9830.81,2018-08-03
1932,2870,Savings,8645.59,2017-09-23
1933,618,Checking,25693.26,2018-06-24
1934,2668,Checking,25027.77,2023-06-08
1935,910,Investment,3680.38,2020-07-05
1936,1510,Investment,45326.95,2021-09-27
1937,2482,Savings,30460.17,2020-08-04
1938,3032,Checking,30511.03,2019-12-06
1939,2201,Savings,42466.04,2021-09-18
1940,2828,Savings,30506.26,2021-07-03
1941,4353,Checking,14362.7,2017-07-04
1942,190,Investment,547.15,2019-06-12
1943,1236,Savings,21303.98,2019-05-26
1944,3274,Savings,25731.11,2023-09-01
1945,4813,Investment,20924.72,2020-07-22
1946,1540,Savings,7557.56,2023-06-02
1947,93,Investment,31966.84,2021-06-14
1948,3955,Checking,3727.49,2016-12-03
1949,679,Investment,2885.34,2023-05-09
1950,1659,Investment,32939.21,2022-12-07
1951,1119,Checking,26470.89,2019-06-07
1952,1101,Savings,946.17,2015-09-28
1953,1203,Savings,27905.56,2018-01-25
1954,4785,Investment,8585.08,2021-02-02
1955,1052,Savings,11289.13,2021-10-08
1956,3962,Savings,9065.64,2015-12-10
1957,3667,Investment,442.03,2020-08-10
1958,3450,Checking,41165.37,2015-03-24
1959,3717,Checking,41350.3,2019-03-07
1960,926,Savings,26424.01,2020-05-28
1961,208,Investment,26113.11,2022-06-02
1962,3670,Savings,30243.68,2023-05-09
1963,2458,Investment,44132.39,2020-03-19
1964,1920,Checking,22260.57,2021-02-01
1965,270,Checking,32117.01,2015-12-03
1966,4004,Checking,49724.78,2023-07-21
1967,4431,Checking,34278.04,2022-07-22
1968,827,Savings,28813.32,2019-05-25
1969,970,Checking,8853.58,2022-09-09
1970,345,Checking,36049.68,2022-09-15
1971,3244,Savings,10596.38,2017-07-29
1972,4125,Savings,35757.59,2018-07-25
1973,4268,Checking,47966.51,2018-01-14
1974,2832,Savings,44647.14,2023-08-04
1975,2310,Checking,43794.98,2021-07-03
1976,719,Savings,13157.01,2020-04-17
1977,2755,Savings,13335.17,2019-10-11
1978,4584,Investment,24020.5,2020-10-05
1979,802,Savings,26366.68,2019-12-02
1980,551,Checking,34096.95,2017-06-18
1981,2799,Investment,9668.83,2021-01-22
1982,4723,Savings,45422.11,2021-01-09
1983,1709,Checking,31271.85,2021-12-17
1984,4457,Savings,1597.6,2015-01-18
1985,1742,Investment,29932.03,2019-04-30
1986,4360,Checking,16817.18,2023-02-24
1987,4662,Checking,13751.99,2019-01-25
1988,3708,Savings,48143.02,2020-07-08
1989,4278,Checking,9723.06,2016-12-14
1990,2376,Savings,35327.75,2023-12-05
1991,1721,Savings,5547.29,2021-02-15
1992,2430,Savings,44484.59,2016-01-25
1993,1848,Investment,3003.23,2017-02-16
1994,2734,Savings,30733.27,2018-01-31
1995,4258,Savings,36835.91,2019-10-27
1996,1416,Savings,49153.84,2018-07-30
1997,131,Investment,12425.67,2016-05-15
1998,4440,Checking,47534.5,2016-02-21
1999,2490,Investment,42301.52,2018-02-27
2000,2456,Investment,3212.82,2023-06-24
2001,867,Investment,18759.39,2019-07-11
2002,1937,Savings,5915.94,2021-12-06
2003,1384,Savings,24307.73,2015-02-10
2004,4565,Savings,28719.53,2018-05-26
2005,222,Checking,20050.16,2021-04-08
2006,2317,Savings,44755.75,2022-01-28
2007,4698,Investment,28839.75,2020-02-17
2008,3930,Investment,10192.24,2015-04-04
2009,2826,Savings,13003.02,2021-08-24
2010,4582,Checking,10512.1,2019-01-21
2011,3608,Investment,37121.82,2015-09-28
2012,848,Savings,42069.64,2021-07-13
2013,4356,Investment,40343.56,2021-05-27
2014,1876,Savings,12968.24,2016-06-13
2015,4482,Savings,20202.62,2020-11-23
2016,4142,Savings,10246.3,2015-10-15
2017,4220,Investment,2338.33,2015-10-31
2018,198,Checking,44323.56,2020-04-05
2019,4233,Checking,48631.3,2021-06-08
2020,732,Investment,8288.33,2017-08-04
2021,2386,Investment,25781.96,2023-09-25
2022,405,Investment,26436.07,2023-06-12
2023,4712,Investment,17058.77,2015-01-10
2024,4744,Investment,5957.02,2015-07-09
2025,3529,Checking,20411.21,2022-07-30
2026,553,Checking,26471.66,2017-04-15
2027,297,Investment,26066.88,2015-02-03
2028,4489,Investment,46862.36,2019-12-25
2029,1002,Investment,45487.06,2023-06-04
2030,1418,Investment,20016.46,2022-05-01
2031,1233,Investment,12445.52,2017-03-25
2032,4904,Checking,5060.78,2019-06-04
2033,1916,Investment,8400.38,2018-03-22
2034,2202,Savings,30550.42,2020-09-14
2035,1799,Savings,10385.81,2016-04-09
2036,3609,Savings,4339.34,2015-12-29
2037,2683,Checking,17350.11,2021-05-23
2038,2876,Savings,48343.0,2018-08-09
2039,2874,Savings,6455.21,2015-04-19
2040,1544,Checking,41067.86,2018-04-07
2041,868,Investment,42656.53,2016-02-06
2042,1953,Checking,10696.61,2019-06-27
2043,613,Investment,22997.53,2019-08-03
2044,1147,Savings,12810.47,2023-12-25
2045,3613,Checking,1345.69,2021-10-16
2046,4470,Savings,28564.81,2015-04-23
2047,2816,Savings,8249.15,2017-04-07
2048,4624,Checking,18075.72,2022-05-21
2049,3411,Investment,44838.47,2023-03-30
2050,2629,Savings,42401.59,2018-12-08
2051,4626,Investment,39226.02,2018-07-13
2052,1008,Checking,14915.93,2018-01-04
2053,3166,Savings,16203.94,2017-07-09
2054,4803,Checking,36983.2,2022-08-26
2055,3507,Savings,13542.42,2018-06-05
2056,3034,Checking,26111.08,2017-09-08
2057,2020,Investment,33240.04,2022-05-02
2058,4695,Investment,46407.95,2018-08-10
2059,2191,Investment,1023.71,2023-03-02
2060,1343,Savings,8294.63,2016-11-29
2061,3228,Checking,4587.52,2017-11-20
2062,3850,Investment,24174.08,2018-03-11
2063,1427,Checking,14700.66,2022-10-17
2064,2329,Checking,38759.18,2017-01-19
2065,3136,Savings,15657.55,2017-11-29
2066,533,Savings,2417.7,2019-06-10
2067,4290,Savings,36089.0,2018-08-15
2068,3154,Checking,17319.14,2023-11-26
2069,1007,Investment,25835.32,2018-09-15
2070,332,Investment,37594.95,2020-05-24
2071,2759,Savings,15113.51,2022-06-01
2072,4626,Investment,28739.99,2020-05-17
2073,1371,Investment,2130.24,2019-01-24
2074,3868,Investment,1575.44,2016-06-26
2075,3173,Savings,45248.11,2018-01-13
2076,3197,Investment,17974.7,2023-05-31
2077,2760,Savings,4949.8,2015-03-06
2078,1526,Savings,11189.65,2015-01-18
2079,291,Checking,15329.64,2022-11-10
2080,2581,Investment,47648.91,2023-02-19
2081,3892,Savings,4384.42,2016-06-04
2082,4254,Savings,6085.48,2015-04-10
2083,4161,Savings,42987.83,2019-12-12
2084,4558,Investment,14132.38,2019-03-27
2085,991,Investment,47661.64,2019-05-17
2086,2338,Investment,2878.86,2023-05-12
2087,1834,Checking,41665.94,2022-06-23
2088,2444,Investment,17429.13,2023-12-27
2089,248,Investment,7459.72,2020-08-05
2090,2926,Checking,30660.14,2016-06-15
2091,3150,Investment,34566.01,2019-08-06
2092,4816,Savings,44962.78,2022-03-23
2093,3824,Savings,44526.77,2023-12-29
2094,4200,Savings,28651.14,2016-09-19
2095,4646,Investment,42697.24,2016-10-31
2096,1396,Investment,278.04,2019-04-26
2097,516,Checking,2806.5,2020-08-19
2098,2694,Investment,4296.56,2023-08-28
2099,4371,Investment,19105.75,2018-06-04
2100,2781,Investment,49544.87,2019-05-05
2101,1819,Checking,20353.44,2016-10-26
2102,1406,Investment,38010.28,2017-06-21
2103,3999,Investment,13994.21,2017-10-10
2104,4300,Checking,46679.88,2016-03-11
2105,3408,Checking,46005.52,2021-03-27
2106,1461,Checking,48036.64,2015-02-11
2107,4276,Savings,46463.6,2019-05-15
2108,1194,Savings,6072.0,2016-12-31
2109,4734,Checking,4638.14,2016-10-18
2110,3903,Investment,44645.68,2020-11-06
2111,427,Investment,45898.02,2017-09-08
2112,4558,Investment,8996.66,2015-05-03
2113,3488,Investment,5478.32,2016-11-03
2114,3817,Investment,25561.02,2020-05-31
2115,4217,Investment,40756.14,2018-07-03
2116,2991,Investment,33895.02,2023-08-11
2117,1114,Investment,10664.5,2022-10-08
2118,4184,Investment,35001.91,2019-05-18
2119,3941,Checking,45959.72,2022-11-15
2120,2699,Checking,3369.68,2018-10-09
2121,253,Investment,35156.74,2022-10-08
2122,2573,Checking,36275.36,2022-12-20
2123,1140,Checking,32586.98,2022-04-09
2124,4072,Savings,42965.75,2016-08-01
2125,2711,Checking,30652.56,2018-01-25
2126,2713,Savings,29679.16,2021-11-17
2127,2107,Investment,3546.05,2023-09-03
2128,1177,Savings,14094.61,2015-11-08
