investment_id,customer_id,investment_type,amount_invested,return_rate
691,4098,Mutual Funds,2331.59,0.0847
692,43,Mutual Funds,16686.86,0.0173
693,1508,ETF,15506.79,0.1173
694,723,Stocks,12917.36,0.118
695,1218,Bonds,42057.03,0.0732
696,3764,Stocks,29400.72,0.0609
697,2964,Stocks,24421.99,0.1099
698,694,ETF,23201.6,0.0116
699,2594,Stocks,32652.69,0.1189
700,3143,Bonds,41130.8,0.1313
701,56,Mutual Funds,38571.25,0.111
702,4455,ETF,1217.36,0.028
703,1624,Mutual Funds,45408.15,0.1331
704,2206,Stocks,43179.14,0.1362
705,3581,ETF,20029.54,0.1023
706,3697,ETF,3036.57,0.0262
707,4536,Bonds,9953.44,0.1337
708,2849,Bonds,28832.57,0.0431
709,4659,ETF,16647.46,0.0422
710,2457,Mutual Funds,37777.74,0.0463
711,3638,Mutual Funds,19557.4,0.1194
712,1616,ETF,7357.34,0.0188
713,1317,Mutual Funds,41412.44,0.0112
714,2288,Bonds,42325.56,0.1067
715,1996,Stocks,35323.36,0.1016
716,852,Stocks,10856.68,0.0731
717,3940,Bonds,13605.71,0.1065
718,3763,ETF,4931.22,0.1181
719,2807,Stocks,41466.49,0.11
720,4531,ETF,9359.78,0.0837
721,4682,ETF,39842.11,0.0155
722,2722,Stocks,25898.71,0.0934
723,4779,ETF,1093.88,0.1382
724,3915,Mutual Funds,17054.11,0.0157
725,4744,ETF,6845.8,0.0484
726,3406,ETF,8693.28,0.0683
727,4512,ETF,35074.2,0.0994
728,4934,ETF,37840.66,0.0978
729,3553,Bonds,49291.1,0.081
730,2023,Mutual Funds,20211.7,0.1376
731,2868,ETF,46302.3,0.1045
732,3655,Stocks,48639.48,0.0556
733,1074,Bonds,20023.47,0.0563
734,1430,Bonds,16041.39,0.02
735,1572,Mutual Funds,25467.88,0.1358
736,2642,Bonds,40728.95,0.1129
737,43,Bonds,31579.56,0.1305
738,133,Bonds,32426.66,0.0964
739,60,Stocks,49229.19,0.0999
740,4841,Bonds,33138.25,0.1086
741,3298,Stocks,31303.03,0.0116
742,2475,Mutual Funds,27701.64,0.0365
743,75,Stocks,27314.78,0.1374
744,4215,Mutual Funds,11689.26,0.0215
745,851,Mutual Funds,7474.45,0.0226
746,2058,Stocks,25323.89,0.1364
747,1930,Stocks,5430.63,0.0872
748,3119,Bonds,4240.16,0.0852
749,635,Mutual Funds,41452.13,0.117
750,2028,Stocks,4365.76,0.1421
751,2038,Mutual Funds,14201.13,0.0549
752,2830,Stocks,44600.8,0.0359
753,1440,Stocks,42624.41,0.0512
754,1241,Stocks,44772.61,0.1311
755,2958,Mutual Funds,3244.21,0.0714
756,1231,ETF,48644.63,0.1312
757,903,Stocks,30136.52,0.0572
758,2954,Bonds,25212.46,0.1219
759,3924,ETF,39124.05,0.1376
760,1654,Mutual Funds,17696.43,0.0602
761,4897,Bonds,12847.05,0.0869
762,3860,Bonds,36007.5,0.116
763,1895,Bonds,8088.37,0.1024
764,1851,Mutual Funds,45021.61,0.0635
765,2709,Stocks,19720.59,0.1463
766,4725,Mutual Funds,37898.62,0.052
767,4986,Mutual Funds,1477.04,0.075
768,815,ETF,18769.69,0.0413
769,1960,Stocks,20857.5,0.1265
770,2074,Stocks,10322.27,0.0638
771,3080,Stocks,43775.43,0.141
772,4234,ETF,24142.69,0.0253
773,2930,Bonds,48504.53,0.0845
774,4828,ETF,21684.99,0.0452
775,2330,Mutual Funds,41747.37,0.0287
776,3935,Stocks,38708.44,0.1234
777,1610,ETF,14897.12,0.0766
778,3906,ETF,44027.42,0.0124
779,1887,ETF,21790.52,0.0381
780,2517,ETF,7370.37,0.1121
781,2816,Stocks,46044.93,0.0344
782,4095,ETF,31922.39,0.0399
783,1743,Stocks,27670.98,0.1438
784,3021,Mutual Funds,14179.15,0.1358
785,1256,Stocks,45329.13,0.1392
786,312,Mutual Funds,17821.8,0.108
787,3083,Stocks,35726.21,0.1462
788,1722,Stocks,45754.53,0.0149
789,3570,Bonds,30800.38,0.1346
790,1183,ETF,20316.92,0.0475
791,1694,Bonds,8373.07,0.1178
792,4255,Mutual Funds,23585.33,0.0487
793,1086,ETF,19961.02,0.0742
794,4642,ETF,39448.4,0.1492
795,2862,Mutual Funds,23740.68,0.0138
796,3788,Mutual Funds,35513.68,0.0618
797,430,Mutual Funds,40305.8,0.0795
798,3680,Bonds,25919.2,0.1196
799,2781,Bonds,17625.12,0.1495
800,1968,Mutual Funds,27492.89,0.1154
801,1997,Stocks,10163.35,0.1456
802,4837,Stocks,3090.63,0.1004
803,4184,Mutual Funds,1628.21,0.1252
804,1179,Stocks,42744.17,0.0123
805,3425,Mutual Funds,42205.05,0.0523
806,1201,Stocks,44301.93,0.0506
807,3740,Mutual Funds,46916.15,0.1309
808,1124,Bonds,13382.54,0.0647
809,4223,Stocks,19327.09,0.0952
810,3322,ETF,39971.1,0.1167
811,3908,ETF,29137.67,0.0364
812,4352,Stocks,35374.66,0.1219
813,604,Stocks,27927.85,0.0147
814,2539,Mutual Funds,11969.31,0.0949
815,4821,ETF,32691.97,0.0783
816,142,Bonds,1697.09,0.0467
817,3427,Mutual Funds,12579.51,0.0185
818,459,Stocks,3042.16,0.0463
819,1604,ETF,22386.31,0.0882
820,2482,Mutual Funds,3575.91,0.0693
821,3535,Mutual Funds,1999.93,0.122
822,3002,Stocks,43276.1,0.1024
823,792,Stocks,1244.09,0.1073
824,2217,Stocks,9932.95,0.0237
825,3302,Stocks,38884.87,0.0324
826,443,ETF,7894.55,0.0624
827,357,ETF,39117.87,0.1423
828,2682,ETF,43291.84,0.0302
829,1816,ETF,36419.5,0.0892
830,1206,Stocks,31109.44,0.0807
831,2757,Bonds,28198.61,0.0106
832,4033,Bonds,31667.03,0.0568
833,4627,Mutual Funds,37823.17,0.0585
834,1358,Stocks,4839.04,0.0114
835,3663,Mutual Funds,31859.2,0.1357
836,1705,ETF,32350.96,0.1442
837,1984,ETF,33250.37,0.1033
838,3657,Stocks,46028.96,0.1323
839,4204,Bonds,27445.36,0.0394
840,2072,Stocks,11944.29,0.0429
841,695,Mutual Funds,27737.53,0.1417
842,3678,Bonds,48874.95,0.1499
843,3865,Stocks,6666.53,0.0514
844,431,Mutual Funds,48241.05,0.1147
845,83,Mutual Funds,2615.69,0.0134
846,171,ETF,30099.05,0.0857
847,102,ETF,10054.15,0.1282
848,3849,Stocks,45197.33,0.1455
849,4280,Mutual Funds,19112.53,0.1068
850,545,ETF,24478.31,0.0463
851,781,ETF,36935.34,0.0175
852,2443,Bonds,32861.09,0.1322
853,2846,Mutual Funds,14883.41,0.0208
854,3110,Bonds,35537.2,0.0442
855,3237,Bonds,7327.64,0.0679
856,3443,Bonds,37054.3,0.0345
857,1503,Bonds,35560.93,0.0235
858,4437,Mutual Funds,46788.78,0.0852
859,2868,Bonds,29711.03,0.1059
860,1678,Bonds,41508.94,0.0438
861,2496,Stocks,5576.25,0.1354
862,3391,Bonds,6102.04,0.0734
863,2618,Bonds,37739.37,0.0117
864,1460,Mutual Funds,1467.06,0.1284
865,802,ETF,17316.54,0.0781
866,2966,Bonds,8770.6,0.0709
867,4702,Mutual Funds,29615.62,0.0818
868,871,ETF,47745.63,0.0768
869,3508,Mutual Funds,1308.27,0.0513
870,432,Bonds,27026.63,0.1096
871,25,Stocks,31908.88,0.0985
872,787,ETF,43025.46,0.0955
873,642,Mutual Funds,11268.11,0.0935
874,3683,Stocks,48024.35,0.0485
875,1365,ETF,34266.32,0.1498
876,2091,ETF,45767.23,0.0861
877,3691,Stocks,13780.61,0.0976
878,2078,ETF,35033.24,0.1302
879,3172,ETF,39748.54,0.0387
880,3897,Bonds,42740.96,0.0328
881,2028,ETF,4872.06,0.1285
882,2235,ETF,40995.63,0.0275
883,195,Mutual Funds,40402.7,0.0941
884,652,Bonds,7602.03,0.011
885,1642,Mutual Funds,11282.91,0.1393
886,1525,Stocks,22712.52,0.0629
887,2384,ETF,12123.05,0.0731
888,735,Bonds,42395.8,0.0364
889,958,Mutual Funds,49411.37,0.1132
890,2318,Mutual Funds,8614.12,0.0102
891,1119,Bonds,49793.28,0.1209
892,2163,Bonds,36039.05,0.091
893,2383,Bonds,39384.28,0.0695
894,258,ETF,23145.83,0.038
895,485,Stocks,24500.99,0.1446
896,4332,Bonds,14215.1,0.0354
897,2333,Mutual Funds,33843.01,0.024
898,3040,Mutual Funds,44940.82,0.0496
899,3936,Bonds,37492.45,0.1004
900,4832,ETF,35522.93,0.0734
901,3701,Mutual Funds,38324.26,0.0327
902,2471,ETF,16167.37,0.099
903,3748,Bonds,23492.8,0.1191
904,3696,Mutual Funds,4788.96,0.1319
905,788,Mutual Funds,12779.87,0.0447
906,2298,ETF,2496.55,0.1421
907,2980,Bonds,4331.06,0.0401
908,1349,Stocks,6593.54,0.1074
909,119,Mutual Funds,46106.75,0.1128
910,2112,Bonds,1837.47,0.1342
911,2910,Mutual Funds,29025.21,0.1143
912,4955,Bonds,3658.47,0.0841
913,319,Stocks,25751.66,0.1378
914,1049,ETF,40376.17,0.1199
915,2029,Stocks,36853.98,0.0491
916,3768,ETF,40793.95,0.0509
917,4105,Bonds,42656.99,0.138
918,3494,Bonds,34966.35,0.0742
919,1654,Stocks,20487.84,0.0933
920,4659,Bonds,35362.22,0.0999
921,111,Mutual Funds,34613.71,0.0897
922,1682,Bonds,17515.15,0.055
923,4866,ETF,2626.47,0.1223
924,2261,Stocks,17816.06,0.1417
925,1869,Stocks,6262.62,0.0406
926,2391,Stocks,1106.59,0.0412
927,2789,Mutual Funds,26976.73,0.0242
928,193,Stocks,33128.15,0.0184
929,465,ETF,48800.57,0.0965
930,773,Stocks,19610.39,0.1113
931,4100,Bonds,30075.87,0.0164
932,1459,ETF,36159.56,0.0974
933,4332,Stocks,1690.86,0.0272
934,4370,Mutual Funds,49661.31,0.0459
935,1941,Mutual Funds,4556.46,0.1259
936,101,ETF,25784.97,0.025
937,3691,Mutual Funds,22285.3,0.119
938,967,Stocks,42163.26,0.0778
939,2810,Stocks,40967.76,0.0402
940,1573,Mutual Funds,32486.43,0.0311
941,3079,Stocks,24868.59,0.0277
942,3365,Stocks,27870.1,0.014
943,1650,ETF,10529.22,0.0611
944,4524,Bonds,6993.23,0.0377
945,4831,Mutual Funds,27735.66,0.1162
946,2291,ETF,46727.61,0.1143
947,2768,Mutual Funds,18153.13,0.0157
948,3947,ETF,14054.81,0.0975
949,2372,Mutual Funds,39323.39,0.0856
950,1830,Bonds,22592.93,0.0128
951,1482,Stocks,21997.14,0.0505
952,1767,ETF,24621.66,0.0749
953,1605,Bonds,29829.27,0.0451
954,2960,Mutual Funds,39689.53,0.073
955,2937,Mutual Funds,49938.92,0.1106
956,484,Stocks,30795.2,0.1275
957,4990,ETF,4790.53,0.079
958,2304,Bonds,11718.86,0.0916
959,3378,ETF,26667.76,0.1468
960,4550,Stocks,20548.4,0.0611
961,3450,Bonds,33122.69,0.0564
962,299,ETF,39229.97,0.112
963,1643,Mutual Funds,44243.84,0.026
964,4016,Stocks,47058.03,0.0415
965,1357,Mutual Funds,2144.38,0.0694
966,3910,Mutual Funds,44056.69,0.0919
967,4923,Stocks,22734.92,0.0378
968,4224,Stocks,46405.08,0.1477
969,2744,ETF,39779.65,0.1403
970,2295,Stocks,35305.95,0.0616
971,1724,Stocks,16830.97,0.1434
972,1031,ETF,48296.43,0.1476
973,1294,Bonds,31459.41,0.1209
974,4768,Stocks,9064.88,0.0776
975,4955,Mutual Funds,32678.39,0.0186
976,3549,Mutual Funds,26449.89,0.0549
977,4205,Mutual Funds,10842.29,0.1236
978,1059,Mutual Funds,5568.18,0.0903
979,4866,ETF,16741.64,0.0869
980,4291,Mutual Funds,21386.61,0.1381
981,1902,Mutual Funds,44173.24,0.0112
982,3201,Bonds,6470.61,0.0255
983,738,Stocks,40793.81,0.0736
984,706,Stocks,20664.66,0.1016
985,1996,Stocks,14660.96,0.0718
986,3887,Mutual Funds,35274.27,0.0514
987,4154,Stocks,11177.74,0.0151
988,2333,Stocks,46186.47,0.0312
989,4233,Stocks,12342.28,0.0404
990,1366,Bonds,23914.04,0.0108
991,2524,Bonds,20129.58,0.0247
992,4092,Stocks,48671.31,0.1039
993,3465,Stocks,16937.12,0.1128
994,4817,ETF,14421.41,0.0617
995,2926,Bonds,13589.33,0.0428
996,1169,Bonds,43799.06,0.121
997,3624,Mutual Funds,41880.4,0.0437
998,2776,Mutual Funds,19795.72,0.0665
999,4898,Bonds,17417.22,0.0935
1000,1375,Stocks,5325.43,0.0735
1001,1169,Stocks,19222.58,0.0734
1002,2285,ETF,15879.93,0.0869
1003,2721,Stocks,3282.36,0.082
1004,2132,ETF,37539.72,0.134
1005,962,Bonds,19154.58,0.0908
1006,458,Bonds,8811.32,0.0443
1007,865,Mutual Funds,40998.51,0.0421
1008,1895,Mutual Funds,34474.0,0.1047
1009,2815,Mutual Funds,15353.98,0.0898
1010,931,Mutual Funds,17784.6,0.0479
1011,275,ETF,34556.66,0.1382
1012,1195,Stocks,46211.73,0.1145
1013,904,ETF,9108.09,0.0314
1014,2174,Bonds,43667.38,0.0361
1015,1532,Mutual Funds,6615.34,0.1203
1016,4122,Stocks,34148.19,0.0961
1017,4697,Mutual Funds,14043.8,0.0395
1018,4925,ETF,37430.19,0.0234
1019,1983,Stocks,21427.59,0.0493
1020,1914,Stocks,33727.83,0.0509
1021,3431,ETF,40777.55,0.0508
1022,2518,Mutual Funds,21625.09,0.0288
1023,3566,Mutual Funds,11051.78,0.1231
1024,4803,Bonds,17399.5,0.0461
1025,2286,Bonds,8988.55,0.0683
1026,784,Bonds,38213.07,0.0794
1027,1355,ETF,45578.21,0.1071
1028,3408,Stocks,27833.36,0.1418
1029,2550,Mutual Funds,1681.44,0.0605
1030,2742,Mutual Funds,15285.95,0.1123
1031,2955,ETF,12391.48,0.0275
1032,28,Bonds,23304.79,0.0963
1033,36,Stocks,4996.89,0.0838
1034,874,Mutual Funds,46743.06,0.126
1035,1209,Stocks,20471.74,0.0594
1036,975,Stocks,1638.39,0.0601
1037,3175,Mutual Funds,12069.66,0.0644
1038,2624,ETF,30503.66,0.0716
1039,966,Mutual Funds,22058.03,0.1305
1040,4065,Mutual Funds,5570.81,0.1149
1041,2690,Stocks,36348.76,0.1342
1042,173,Stocks,49729.51,0.1142
1043,2951,ETF,38791.89,0.0558
1044,1723,ETF,34423.96,0.1374
1045,1016,ETF,30955.19,0.0817
1046,1488,Mutual Funds,46779.37,0.1196
1047,1181,Mutual Funds,43318.43,0.0374
1048,43,ETF,44882.02,0.0574
1049,4252,Mutual Funds,46429.84,0.1326
1050,4128,Mutual Funds,36467.6,0.0764
1051,2218,Mutual Funds,8620.64,0.1476
1052,1183,ETF,22231.45,0.049
1053,2833,Mutual Funds,33941.01,0.1387
1054,4929,ETF,12120.37,0.0686
1055,2183,ETF,35112.81,0.0757
1056,1354,Stocks,13204.62,0.1401
1057,179,Bonds,45770.1,0.1312
1058,2816,Bonds,7934.71,0.0343
1059,443,ETF,11087.69,0.1041
1060,4039,Bonds,35774.67,0.0499
1061,3891,Bonds,40361.8,0.0775
1062,4616,Stocks,45810.15,0.0442
1063,685,ETF,35237.22,0.0995
1064,2184,Bonds,33621.39,0.0475
1065,4960,Stocks,39210.82,0.0545
1066,4006,ETF,4338.91,0.1381
1067,490,ETF,20578.16,0.0441
1068,1175,Stocks,16843.06,0.0493
1069,638,Bonds,15699.81,0.0507
1070,90,Stocks,42884.98,0.0119
1071,4540,ETF,43879.96,0.0753
1072,2012,ETF,30873.74,0.0739
1073,3944,Mutual Funds,27006.39,0.1383
1074,3188,Stocks,2881.16,0.0386
1075,2769,ETF,39529.42,0.1353
1076,64,Stocks,40960.57,0.0258
1077,7,ETF,44012.89,0.0813
1078,4987,Bonds,45546.27,0.0739
1079,2577,Bonds,44282.1,0.0705
1080,249,Bonds,23168.36,0.0567
1081,1870,Bonds,19799.62,0.0162
1082,3287,Bonds,42767.81,0.1374
1083,2940,ETF,40666.7,0.1112
1084,367,Mutual Funds,39773.43,0.0132
1085,1884,Bonds,21442.68,0.0756
1086,271,ETF,1577.94,0.0483
1087,1118,Bonds,36037.62,0.0648
1088,4046,Bonds,35444.71,0.0435
1089,2223,Mutual Funds,11619.17,0.0546
1090,3692,Bonds,26976.95,0.0553
1091,3010,Bonds,23915.41,0.0384
1092,1077,ETF,30650.34,0.0986
1093,154,Mutual Funds,14725.05,0.143
1094,2043,Stocks,48225.96,0.1195
1095,2054,Mutual Funds,15031.22,0.0193
1096,2888,ETF,47165.53,0.0913
1097,941,Mutual Funds,37281.17,0.0229
1098,3426,ETF,41624.72,0.0373
1099,4036,Mutual Funds,4870.81,0.1156
1100,432,ETF,5205.77,0.1007
1101,2753,ETF,24493.39,0.1027
1102,3520,Bonds,4177.68,0.083
1103,134,Mutual Funds,47277.68,0.1465
1104,2461,Mutual Funds,39378.98,0.1184
1105,1392,Mutual Funds,28432.51,0.1195
1106,3156,Mutual Funds,24838.61,0.1467
1107,2866,ETF,28459.38,0.1265
1108,2496,ETF,34298.39,0.1299
1109,382,ETF,10858.34,0.0478
1110,2382,Bonds,41804.57,0.056
1111,4345,Stocks,20486.69,0.083
1112,704,Mutual Funds,16770.7,0.13
1113,1733,Bonds,44862.89,0.1246
1114,4581,ETF,19762.41,0.1003
1115,2208,Stocks,6290.72,0.0732
1116,1951,Stocks,19983.27,0.0861
1117,4268,Bonds,3649.65,0.0168
1118,651,Mutual Funds,13950.4,0.0535
1119,4561,Stocks,36199.01,0.1163
1120,2489,ETF,30727.63,0.1489
1121,3728,ETF,25624.05,0.0196
1122,2001,Mutual Funds,33485.46,0.0663
1123,3201,Mutual Funds,42910.9,0.1052
1124,1315,ETF,34708.01,0.0453
1125,314,ETF,4514.02,0.0736
1126,537,Stocks,26576.43,0.1478
1127,899,Bonds,48747.64,0.1362
1128,840,Mutual Funds,15692.38,0.0654
1129,3928,ETF,26429.76,0.1311
1130,3248,Bonds,33286.25,0.079
1131,4415,Stocks,6803.59,0.1273
1132,1760,Stocks,46646.7,0.0537
1133,1926,Stocks,45019.29,0.0308
1134,1666,Stocks,2526.59,0.0796
1135,1142,Mutual Funds,37970.12,0.0342
1136,1733,Mutual Funds,16035.77,0.0513
1137,292,Stocks,27678.89,0.0677
1138,4926,Mutual Funds,19844.98,0.0109
1139,2787,Mutual Funds,48709.22,0.0664
1140,4508,ETF,30117.42,0.0956
1141,2875,Stocks,9132.17,0.1218
1142,3925,Bonds,5604.12,0.0407
1143,2197,Mutual Funds,27509.96,0.0156
1144,3298,Bonds,10739.64,0.0314
1145,1426,ETF,14873.94,0.0181
1146,2026,Bonds,28871.41,0.0666
1147,4073,Bonds,20923.89,0.0125
1148,466,Stocks,36103.9,0.1036
1149,3546,Mutual Funds,25244.49,0.0922
1150,3275,ETF,1571.14,0.1181
1151,4191,Bonds,27098.23,0.0665
1152,4672,Bonds,18383.53,0.0831
1153,837,ETF,8885.53,0.0686
1154,3080,Bonds,19013.26,0.0343
1155,1724,Stocks,45528.26,0.0151
1156,4283,Bonds,2721.91,0.1476
1157,4095,Mutual Funds,31433.4,0.0318
1158,2352,ETF,13457.3,0.0205
1159,3930,Mutual Funds,46804.77,0.1319
1160,1875,ETF,41004.19,0.0291
1161,1790,Bonds,41633.21,0.0334
1162,190,ETF,47767.0,0.0228
1163,4984,ETF,22774.78,0.1307
1164,3558,Mutual Funds,9368.84,0.0921
1165,3484,Stocks,47858.84,0.0208
1166,1533,Stocks,25201.46,0.0418
1167,3396,Mutual Funds,7487.04,0.0148
1168,4520,ETF,31946.95,0.0136
1169,2322,Mutual Funds,32588.88,0.0363
1170,3344,Bonds,47772.74,0.1462
1171,653,ETF,27135.68,0.0461
1172,4746,ETF,25144.02,0.1314
1173,4090,ETF,48418.52,0.0319
1174,1706,Mutual Funds,8018.61,0.0588
1175,2169,Bonds,37674.32,0.0389
1176,4930,Mutual Funds,44978.59,0.0681
1177,1792,Mutual Funds,2157.45,0.103
1178,2233,Bonds,9247.23,0.0586
1179,4907,ETF,33870.17,0.0774
1180,3635,Stocks,32062.37,0.1149
1181,203,ETF,36376.13,0.1314
1182,2113,ETF,26675.03,0.0727
1183,95,Bonds,46688.99,0.0708
1184,626,Bonds,46958.23,0.0625
1185,1795,Stocks,11248.07,0.0126
1186,2414,ETF,39997.48,0.0978
1187,504,Stocks,25834.48,0.0983
1188,2078,Bonds,26585.62,0.1104
1189,3908,Mutual Funds,48911.74,0.0628
1190,4035,Mutual Funds,27079.28,0.0199
1191,4722,ETF,27325.09,0.1424
1192,751,Stocks,5743.75,0.0879
1193,4690,Bonds,27148.11,0.0593
1194,423,ETF,9939.51,0.0568
1195,1109,Bonds,24038.79,0.0336
1196,1469,Stocks,8367.09,0.0916
1197,4307,ETF,34135.15,0.0724
1198,2645,Bonds,26531.18,0.1152
1199,3525,Stocks,25314.5,0.0758
1200,4961,Stocks,29248.36,0.1202
1201,4811,Mutual Funds,2783.55,0.022
1202,2301,Stocks,38220.1,0.0744
1203,411,ETF,44155.68,0.1459
1204,2014,Mutual Funds,18424.42,0.0225
1205,2276,Mutual Funds,33800.41,0.0477
1206,3428,Mutual Funds,13381.94,0.0217
1207,4841,ETF,48818.3,0.0507
1208,3807,ETF,2634.03,0.1272
1209,1440,Bonds,46343.31,0.032
1210,654,Mutual Funds,18143.9,0.0787
1211,1144,Stocks,17250.97,0.0972
1212,2648,ETF,46613.53,0.0727
1213,3787,Bonds,10554.23,0.0577
1214,1875,Mutual Funds,12327.86,0.0684
1215,1744,ETF,49510.21,0.0809
1216,1319,Mutual Funds,20149.88,0.0386
1217,3439,Bonds,27504.94,0.0962
1218,2987,Bonds,43673.42,0.0857
1219,291,ETF,40680.82,0.0586
1220,2593,Bonds,48031.33,0.1045
1221,1144,Bonds,40707.12,0.0592
1222,39,Bonds,38997.81,0.1338
1223,2366,ETF,26631.56,0.0803
1224,4791,Mutual Funds,3804.9,0.0145
1225,4844,Mutual Funds,25205.53,0.0943
1226,1809,ETF,44453.65,0.1232
1227,4273,Mutual Funds,25244.94,0.0348
1228,2549,ETF,6782.82,0.0308
1229,1925,ETF,45842.68,0.0983
1230,1902,Bonds,13308.83,0.0675
1231,2031,Mutual Funds,39089.15,0.0555
1232,3174,Mutual Funds,7358.95,0.0775
1233,1577,ETF,15780.81,0.0529
1234,1082,ETF,12898.86,0.0492
1235,198,Bonds,25301.86,0.1092
1236,798,Mutual Funds,30763.62,0.1247
1237,1043,Mutual Funds,43825.46,0.1167
1238,3416,Bonds,1845.52,0.0314
1239,1168,Mutual Funds,6102.27,0.0181
1240,2945,Stocks,21483.56,0.0951
1241,403,Mutual Funds,34953.89,0.0384
1242,2938,Stocks,48851.49,0.1297
1243,195,Mutual Funds,14631.25,0.1283
1244,2101,ETF,9634.39,0.0841
1245,3871,Stocks,10397.77,0.1464
1246,4932,Stocks,15201.24,0.0843
1247,2040,Stocks,22700.29,0.0107
1248,1215,Stocks,36278.69,0.0393
1249,762,ETF,30014.43,0.0373
1250,3558,Bonds,16394.48,0.1139
1251,4721,Mutual Funds,29240.7,0.0964
1252,2943,Stocks,41822.35,0.1492
1253,1557,ETF,39661.71,0.039
1254,1935,ETF,24237.69,0.0143
1255,4614,ETF,39211.13,0.1006
1256,4953,Stocks,8704.23,0.049
1257,3685,Bonds,37487.18,0.146
1258,455,ETF,31241.18,0.0524
1259,3102,Bonds,4108.71,0.024
1260,3753,Stocks,39030.97,0.0985
1261,2668,ETF,37877.99,0.0368
1262,449,ETF,25406.59,0.0886
1263,4127,Stocks,2019.87,0.0415
1264,4631,ETF,30244.18,0.1295
1265,4922,ETF,1692.73,0.0781
1266,4967,ETF,29178.27,0.0682
1267,1908,ETF,48268.76,0.0376
1268,3465,Bonds,31332.54,0.1496
1269,4060,Bonds,19315.59,0.0199
1270,638,Mutual Funds,20479.72,0.0299
1271,954,Bonds,48778.5,0.0926
1272,852,Mutual Funds,24185.97,0.0314
1273,834,Bonds,33272.43,0.143
1274,1189,Stocks,42511.57,0.1407
1275,1187,Bonds,33486.34,0.0305
1276,2831,Bonds,35141.28,0.0889
1277,4113,Mutual Funds,28919.34,0.1173
1278,196,Bonds,48267.02,0.1367
1279,2234,Stocks,25785.89,0.1072
1280,928,Stocks,41532.11,0.1091
1281,3154,ETF,12014.15,0.0731
1282,3821,Mutual Funds,5154.08,0.0212
1283,3013,Bonds,10944.35,0.1457
1284,2022,ETF,10686.3,0.1428
1285,3094,Mutual Funds,49885.16,0.1445
1286,4783,Stocks,28655.86,0.0234
1287,1742,Mutual Funds,31272.94,0.1264
1288,244,Mutual Funds,42344.55,0.0215
1289,290,Stocks,28007.31,0.0393
1290,4984,Stocks,1062.04,0.1449
1291,3741,Stocks,35307.46,0.0629
1292,1414,Bonds,2863.74,0.1071
1293,725,ETF,14090.93,0.131
1294,1623,Bonds,28462.72,0.1098
1295,286,ETF,8533.81,0.1465
1296,49,Stocks,40333.1,0.0213
1297,280,Bonds,22764.65,0.1316
1298,1544,Mutual Funds,17960.83,0.1136
1299,2016,Stocks,2637.63,0.111
1300,4313,Mutual Funds,40914.16,0.0331
1301,1754,Bonds,8028.33,0.062
1302,2651,Stocks,28829.02,0.0314
1303,633,ETF,49228.96,0.0602
1304,2933,Bonds,17355.8,0.0522
1305,2,ETF,1563.33,0.0112
1306,1565,Bonds,34603.7,0.0433
1307,121,Stocks,27552.81,0.1307
1308,2355,Bonds,35800.79,0.0568
1309,3163,ETF,5607.31,0.063
1310,3273,Stocks,4881.49,0.0287
1311,677,Bonds,24638.33,0.0204
1312,2254,Mutual Funds,6866.6,0.0995
1313,395,Bonds,19538.2,0.0465
1314,4020,Stocks,5264.58,0.0775
1315,2483,ETF,13139.74,0.0905
1316,4875,Stocks,16056.88,0.0943
1317,2192,Mutual Funds,25347.35,0.1067
1318,2214,Mutual Funds,33127.43,0.0262
1319,182,Stocks,2383.78,0.0244
1320,3991,Bonds,43818.16,0.0156
1321,2397,Bonds,37505.12,0.0415
1322,4182,ETF,43467.11,0.1144
1323,3212,Mutual Funds,34403.28,0.0938
1324,4698,Stocks,15390.65,0.0785
1325,4674,Mutual Funds,4044.2,0.1449
1326,1421,Mutual Funds,28660.3,0.0388
1327,2164,Mutual Funds,34000.0,0.1404
1328,3320,Bonds,44993.61,0.0306
1329,4914,ETF,48418.19,0.1445
1330,2845,Bonds,13674.83,0.0246
1331,1818,ETF,11569.1,0.0481
1332,3364,Mutual Funds,5710.05,0.1203
1333,4557,Mutual Funds,49410.53,0.0335
1334,4859,Bonds,13765.93,0.1272
1335,1208,Stocks,5254.89,0.0786
1336,2542,Stocks,14113.19,0.1133
1337,4876,Mutual Funds,37522.83,0.1318
1338,1212,Stocks,25850.65,0.1385
1339,307,ETF,1429.96,0.0242
1340,3515,Bonds,9626.03,0.0134
1341,4289,ETF,26148.04,0.0287
1342,2629,Stocks,37915.96,0.0678
1343,2791,Mutual Funds,11061.71,0.0474
1344,674,ETF,1574.44,0.0864
1345,4070,ETF,8955.89,0.0829
1346,71,Bonds,39210.19,0.073
1347,3922,Stocks,36539.48,0.0306
1348,3303,Bonds,30639.61,0.0432
1349,1117,Bonds,42611.91,0.1241
1350,4623,ETF,17617.9,0.0351
1351,2013,ETF,12613.37,0.0256
1352,862,ETF,38978.79,0.0925
1353,1752,Bonds,39240.41,0.0657
1354,4859,ETF,18308.92,0.0532
1355,2123,Bonds,47966.48,0.0332
1356,3103,Bonds,13731.83,0.1084
1357,1862,Mutual Funds,28491.68,0.1061
1358,4220,ETF,37912.61,0.0575
1359,3428,Stocks,43677.33,0.1324
1360,322,Mutual Funds,8199.08,0.1063
1361,2592,Mutual Funds,21262.71,0.0945
1362,4564,ETF,49024.82,0.134
