transaction_id,account_id,transaction_date,amount,transaction_type
1759,2424,2023-06-20,195.79,Deposit
1760,4414,2023-03-30,-1299.38,Withdrawal
1761,2623,2023-06-05,-4917.92,Deposit
1762,1781,2023-12-02,3214.03,Withdrawal
1763,1494,2023-03-07,97.89,Deposit
1764,4598,2023-12-12,-2276.48,Deposit
1765,4521,2023-07-25,2445.05,Deposit
1766,3449,2023-04-09,-3451.24,Withdrawal
1767,5057,2023-05-26,2074.5,Withdrawal
1768,5266,2023-12-22,-1472.22,Deposit
1769,1578,2023-01-31,749.88,Withdrawal
1770,119,2023-10-23,-319.16,Deposit
1771,893,2023-01-16,-4276.19,Deposit
1772,5666,2023-02-12,3801.94,Withdrawal
1773,230,2023-10-26,3466.39,Deposit
1774,3585,2023-06-09,4824.7,Deposit
1775,2454,2023-12-16,-1003.33,Withdrawal
1776,4045,2023-04-04,1619.17,Deposit
1777,3310,2023-03-20,-956.91,Deposit
1778,3929,2023-05-15,-610.36,Deposit
1779,5529,2023-11-16,-4282.59,Deposit
1780,2981,2023-07-18,1493.04,Deposit
1781,5578,2023-07-16,-1859.89,Deposit
1782,1129,2023-02-20,-3538.61,Withdrawal
1783,3286,2023-02-15,4694.07,Withdrawal
1784,5717,2023-01-09,-1520.88,Withdrawal
1785,2600,2023-09-08,4579.39,Withdrawal
1786,4428,2023-12-10,4819.98,Withdrawal
1787,2586,2023-01-09,1542.27,Deposit
1788,3392,2023-07-07,-4846.74,Deposit
1789,2319,2023-03-15,-3176.99,Withdrawal
1790,2403,2023-10-06,4552.15,Withdrawal
1791,213,2023-05-24,-1591.46,Withdrawal
1792,4396,2023-11-07,-1159.26,Deposit
1793,2668,2023-05-06,2569.66,Deposit
1794,4951,2023-09-09,-2656.8,Deposit
1795,4688,2023-02-12,-4891.47,Deposit
1796,5407,2023-03-20,-1723.87,Deposit
1797,2544,2023-05-16,916.25,Withdrawal
1798,4697,2024-01-23,3708.34,Withdrawal
1799,3026,2024-02-01,-3304.05,Deposit
1800,1880,2024-01-10,-4366.51,Withdrawal
1801,1163,2023-01-10,-2387.48,Withdrawal
1802,4323,2023-01-06,-453.99,Deposit
1803,5499,2023-10-04,-360.57,Withdrawal
1804,4095,2023-09-26,-2960.88,Deposit
1805,819,2023-10-04,-3794.5,Withdrawal
1806,2608,2023-09-13,3819.24,Withdrawal
1807,623,2023-05-31,-4846.86,Withdrawal
1808,711,2023-05-25,-4748.01,Withdrawal
1809,77,2023-10-29,4486.73,Deposit
1810,3028,2023-02-09,2538.41,Deposit
1811,1172,2023-06-22,-2194.39,Deposit
1812,876,2023-06-17,-3672.43,Withdrawal
1813,2220,2023-03-23,181.8,Deposit
1814,621,2023-05-04,-2513.22,Deposit
1815,2905,2023-10-31,-3086.67,Deposit
1816,300,2023-01-03,-2807.96,Deposit
1817,4765,2024-01-08,2986.01,Deposit
1818,162,2024-01-03,-2688.46,Withdrawal
1819,5401,2023-05-27,408.58,Withdrawal
1820,4946,2023-09-24,-1580.05,Deposit
1821,2016,2024-01-05,4080.53,Deposit
1822,4943,2023-09-07,-365.6,Deposit
1823,1988,2023-09-08,-2470.74,Withdrawal
1824,2679,2024-01-05,1207.88,Deposit
1825,126,2024-01-13,1291.08,Deposit
1826,226,2023-06-25,3656.32,Withdrawal
1827,4474,2023-10-26,-2061.42,Deposit
1828,2729,2023-05-05,3648.87,Deposit
1829,3009,2023-11-30,1887.1,Deposit
1830,3389,2023-12-05,-4351.0,Withdrawal
1831,1379,2023-08-08,-3127.58,Withdrawal
1832,649,2023-03-25,3807.88,Deposit
1833,1105,2023-12-05,-4031.27,Withdrawal
1834,409,2023-03-24,801.72,Withdrawal
1835,4343,2023-10-27,-3261.73,Withdrawal
1836,114,2023-09-17,-4578.43,Deposit
1837,5563,2023-11-16,1779.52,Deposit
1838,3934,2024-01-30,4532.59,Withdrawal
1839,1795,2023-02-17,-4652.69,Deposit
1840,726,2023-04-03,-868.94,Withdrawal
1841,3804,2023-07-24,1850.14,Deposit
1842,543,2023-06-05,-438.47,Deposit
1843,5870,2023-10-29,-4860.1,Deposit
1844,3112,2023-06-24,-3728.81,Withdrawal
1845,813,2023-01-19,-1085.62,Withdrawal
1846,4815,2023-08-23,1671.33,Withdrawal
1847,5964,2023-02-20,-3358.78,Withdrawal
1848,2678,2023-05-30,-618.03,Deposit
1849,4889,2024-01-30,-2810.98,Deposit
1850,3024,2023-01-13,-4129.22,Withdrawal
1851,1858,2023-01-05,4505.79,Deposit
1852,3979,2023-07-20,-3696.91,Deposit
1853,1209,2023-03-31,-3856.96,Deposit
1854,5503,2023-10-10,14.87,Withdrawal
1855,1140,2023-05-13,-2054.49,Deposit
1856,4324,2023-08-20,-2793.22,Deposit
1857,2451,2023-01-24,4185.24,Deposit
1858,278,2023-07-11,4974.16,Withdrawal
1859,2989,2023-04-23,212.49,Deposit
1860,2511,2023-06-18,2188.89,Withdrawal
1861,1512,2023-12-19,-504.17,Deposit
1862,2101,2023-06-01,254.33,Deposit
1863,5203,2023-12-22,-981.3,Deposit
1864,2877,2023-09-08,-3324.47,Withdrawal
1865,1891,2023-03-05,2749.29,Deposit
1866,4903,2023-10-31,866.2,Deposit
1867,1421,2024-01-22,-2453.91,Withdrawal
1868,3439,2023-11-01,2459.48,Deposit
1869,3309,2023-09-10,-1281.56,Withdrawal
1870,1606,2023-07-30,-3469.56,Deposit
1871,4646,2023-02-12,2416.87,Withdrawal
1872,3600,2023-09-14,2404.5,Withdrawal
1873,5551,2023-01-10,-997.25,Withdrawal
1874,2231,2023-01-18,-1207.07,Withdrawal
1875,473,2023-06-06,2943.46,Deposit
1876,5888,2023-09-16,3585.3,Withdrawal
1877,506,2023-05-05,-493.98,Withdrawal
1878,3011,2023-01-23,-2491.52,Withdrawal
1879,3634,2023-10-21,-1090.65,Deposit
1880,1277,2023-04-09,-2814.77,Deposit
1881,3111,2024-01-21,3656.6,Withdrawal
1882,42,2023-11-18,3900.92,Deposit
1883,189,2023-03-20,4169.93,Deposit
1884,5574,2023-05-15,2516.31,Withdrawal
1885,3235,2023-11-15,361.8,Deposit
1886,4635,2024-01-24,-1797.11,Deposit
1887,3082,2023-07-06,-3469.68,Withdrawal
1888,5820,2023-03-24,-2770.94,Withdrawal
1889,5688,2023-12-31,3321.61,Deposit
1890,1318,2023-06-22,2252.7,Withdrawal
1891,3343,2024-01-29,3871.22,Deposit
1892,366,2023-08-12,4073.6,Deposit
1893,2889,2024-01-02,4716.6,Withdrawal
1894,3791,2023-11-29,-3637.18,Withdrawal
1895,379,2023-11-28,-3397.85,Deposit
1896,2133,2023-04-24,-3335.01,Withdrawal
1897,456,2023-11-16,-204.38,Withdrawal
1898,1872,2023-04-21,4938.44,Deposit
1899,29,2023-11-22,-1758.62,Withdrawal
1900,5140,2024-01-08,4894.23,Deposit
1901,3829,2024-01-10,108.25,Deposit
1902,5912,2023-05-19,4308.77,Withdrawal
1903,3797,2023-10-27,2988.35,Deposit
1904,893,2023-08-09,2842.16,Deposit
1905,898,2024-01-14,-3724.88,Deposit
1906,1056,2023-01-27,-1572.76,Withdrawal
1907,4095,2023-11-27,4022.06,Deposit
1908,4277,2023-10-30,2302.18,Withdrawal
1909,3487,2023-06-01,-4553.47,Withdrawal
1910,4983,2023-11-22,1738.89,Deposit
1911,5113,2023-09-12,779.46,Deposit
1912,4467,2023-08-24,-4467.48,Withdrawal
1913,3076,2023-12-25,2151.59,Deposit
1914,2139,2023-12-18,1429.81,Deposit
1915,5590,2023-08-05,1658.79,Withdrawal
1916,9,2023-01-07,-4215.55,Withdrawal
1917,2606,2023-03-31,-179.46,Withdrawal
1918,4699,2023-04-15,-2571.5,Deposit
1919,5712,2023-02-08,-1883.69,Withdrawal
1920,513,2023-05-26,-2945.37,Withdrawal
1921,4203,2023-04-01,4147.98,Deposit
1922,5198,2023-03-10,-900.15,Withdrawal
1923,2940,2023-10-17,-2601.29,Withdrawal
1924,2266,2023-04-30,2904.44,Withdrawal
1925,3650,2023-08-07,-3755.36,Withdrawal
1926,4616,2023-01-11,2293.0,Deposit
1927,739,2023-09-13,2579.17,Withdrawal
1928,1817,2023-06-24,906.58,Withdrawal
1929,3555,2023-03-04,-4985.88,Deposit
1930,1212,2023-11-28,-3829.43,Withdrawal
1931,2711,2023-11-18,-1093.94,Deposit
1932,493,2023-07-18,3253.41,Withdrawal
1933,4927,2023-02-28,1317.9,Deposit
1934,5960,2023-07-17,1890.41,Withdrawal
1935,4151,2024-01-14,3100.45,Deposit
1936,3104,2023-11-09,3335.82,Withdrawal
1937,4223,2023-10-18,-1900.93,Deposit
1938,376,2023-02-23,1401.61,Deposit
1939,463,2023-07-26,-4771.09,Deposit
1940,49,2023-02-24,2234.33,Withdrawal
1941,1371,2023-12-07,582.82,Withdrawal
1942,1501,2023-09-25,3482.7,Deposit
1943,902,2023-09-21,-4754.21,Withdrawal
1944,1242,2023-10-23,177.45,Deposit
1945,4578,2023-07-18,-248.0,Withdrawal
1946,1416,2023-07-01,-3088.08,Deposit
1947,4313,2023-04-27,3091.99,Withdrawal
1948,5081,2024-01-07,-866.52,Deposit
1949,3587,2023-11-09,-2819.13,Deposit
1950,2647,2023-09-27,2680.21,Deposit
1951,2636,2023-11-28,1482.05,Deposit
1952,3769,2023-02-13,-1550.13,Withdrawal
1953,337,2023-05-18,-2543.31,Deposit
1954,1280,2023-11-26,4138.65,Withdrawal
1955,1116,2023-08-04,1642.96,Withdrawal
1956,5301,2023-03-18,3809.98,Withdrawal
1957,1821,2023-04-13,-1439.07,Deposit
1958,1296,2023-09-15,4996.46,Withdrawal
1959,4364,2023-03-23,-1042.08,Deposit
1960,1192,2023-01-07,-3392.94,Deposit
1961,2965,2023-04-05,-4823.24,Deposit
1962,3922,2023-01-29,266.3,Deposit
1963,303,2023-09-10,-791.53,Deposit
1964,1210,2024-01-11,722.36,Deposit
1965,1647,2023-06-15,-2053.04,Withdrawal
1966,5455,2023-11-13,-1140.18,Deposit
1967,4540,2023-04-16,-4267.27,Deposit
1968,2329,2023-07-16,1039.86,Deposit
1969,4606,2023-05-03,-1991.22,Deposit
1970,1919,2023-06-21,2685.49,Deposit
1971,1277,2023-05-18,-4977.87,Withdrawal
1972,1565,2023-10-16,-714.58,Withdrawal
1973,3690,2023-09-16,2537.25,Deposit
1974,2211,2023-12-23,-2334.78,Withdrawal
1975,1257,2023-12-26,-2100.41,Withdrawal
1976,478,2023-01-23,4164.4,Withdrawal
1977,3161,2023-04-14,-2372.15,Deposit
1978,1826,2023-09-20,-4287.88,Deposit
1979,5040,2023-11-09,-3666.36,Deposit
1980,5847,2023-02-24,-395.97,Deposit
1981,1788,2023-04-19,758.12,Withdrawal
1982,3082,2023-10-04,4569.63,Withdrawal
1983,1306,2023-07-22,4310.1,Withdrawal
1984,4406,2023-07-20,2838.75,Deposit
1985,2091,2023-02-17,-23.36,Withdrawal
1986,5207,2024-01-07,3056.19,Deposit
1987,104,2023-01-30,-4168.36,Deposit
1988,4732,2023-03-15,3286.14,Withdrawal
1989,3337,2023-06-07,-1009.71,Deposit
1990,4296,2023-10-31,-282.23,Deposit
1991,5742,2023-10-19,-3842.18,Withdrawal
1992,952,2023-08-18,1193.56,Withdrawal
1993,4111,2023-08-06,3465.16,Deposit
1994,1471,2023-04-20,1219.5,Withdrawal
1995,2759,2023-01-27,4947.28,Withdrawal
1996,1464,2023-07-19,-1623.14,Deposit
1997,757,2023-05-09,-3082.24,Withdrawal
1998,5361,2024-01-22,-4301.91,Deposit
1999,4708,2023-08-26,3937.88,Withdrawal
2000,2326,2024-01-29,-3474.65,Withdrawal
2001,1771,2023-07-02,-1593.88,Withdrawal
2002,3580,2023-11-22,-3114.0,Deposit
2003,1941,2023-06-27,2118.0,Deposit
2004,5331,2023-05-09,3277.2,Deposit
2005,1342,2023-03-10,2350.91,Deposit
2006,5398,2023-01-29,-3014.75,Withdrawal
2007,3579,2023-09-01,-1017.93,Withdrawal
2008,2792,2023-03-25,932.39,Withdrawal
2009,1816,2023-05-31,-3934.9,Deposit
2010,5865,2023-12-23,-780.91,Deposit
2011,3121,2023-01-05,3882.53,Deposit
2012,5906,2024-01-27,-4119.79,Withdrawal
2013,2563,2024-01-16,-2975.26,Deposit
2014,1548,2023-11-16,2369.15,Deposit
2015,570,2023-07-16,903.59,Deposit
2016,3405,2024-01-11,-776.43,Withdrawal
2017,2939,2023-03-27,2212.79,Withdrawal
2018,2049,2023-06-26,-1907.22,Withdrawal
2019,551,2023-11-29,-558.3,Withdrawal
2020,1718,2023-07-08,-4580.35,Withdrawal
2021,3380,2023-02-01,-4694.84,Withdrawal
2022,4205,2023-08-07,1842.8,Withdrawal
2023,4286,2023-12-13,-500.25,Deposit
2024,3128,2023-06-08,3178.73,Deposit
2025,1490,2023-01-03,2880.16,Withdrawal
2026,3740,2023-12-02,-3341.19,Deposit
2027,2124,2023-04-30,-821.74,Deposit
2028,3218,2023-08-14,-2684.76,Withdrawal
2029,1258,2023-10-08,-2103.32,Deposit
2030,2479,2023-03-05,2421.7,Deposit
2031,976,2023-01-26,1612.39,Withdrawal
2032,5755,2023-09-25,-1667.3,Withdrawal
2033,217,2024-01-04,-4615.1,Withdrawal
2034,5321,2023-02-27,4605.09,Withdrawal
2035,43,2023-05-13,742.68,Withdrawal
2036,47,2023-08-12,3585.98,Withdrawal
2037,3983,2024-01-18,-4499.55,Withdrawal
2038,626,2023-07-03,-3191.7,Deposit
2039,3640,2023-03-13,-507.69,Withdrawal
2040,5375,2023-09-08,-4073.3,Deposit
2041,5534,2023-06-01,-172.74,Withdrawal
2042,1384,2023-10-19,1494.02,Deposit
2043,3915,2023-04-27,-4106.02,Deposit
2044,1958,2023-08-26,3799.18,Deposit
2045,3365,2023-11-30,937.65,Deposit
2046,48,2023-07-23,2564.91,Withdrawal
2047,350,2023-09-08,-3319.48,Withdrawal
2048,2998,2024-01-22,3743.59,Withdrawal
2049,5665,2023-05-16,-1052.45,Deposit
2050,2961,2023-10-28,-4050.04,Deposit
2051,4966,2023-12-06,-93.97,Withdrawal
2052,2423,2023-06-03,-4871.71,Withdrawal
2053,4754,2023-05-15,1242.1,Withdrawal
2054,243,2023-07-01,-1215.53,Withdrawal
2055,3337,2023-07-05,3838.17,Withdrawal
2056,659,2023-07-21,4668.57,Deposit
2057,5627,2023-01-23,-2960.4,Deposit
2058,242,2023-05-09,13.08,Deposit
2059,3366,2023-11-21,4330.41,Withdrawal
2060,848,2023-11-04,3080.02,Deposit
2061,2139,2023-10-09,-801.64,Withdrawal
2062,3704,2023-11-01,3983.16,Deposit
2063,4490,2023-09-02,-3400.42,Withdrawal
2064,4970,2023-10-07,-2720.47,Deposit
2065,15,2023-02-15,-289.04,Deposit
2066,4082,2023-01-02,346.92,Withdrawal
2067,1675,2023-11-08,-2316.84,Deposit
2068,526,2023-12-28,-2927.15,Deposit
2069,2046,2023-07-01,1409.78,Deposit
2070,3347,2023-05-09,1155.12,Deposit
2071,2034,2023-05-07,26.09,Withdrawal
2072,755,2023-10-02,2306.46,Withdrawal
2073,1884,2023-07-11,-288.79,Deposit
2074,5180,2023-09-03,2444.15,Withdrawal
2075,98,2023-12-11,-487.97,Withdrawal
2076,4808,2023-12-16,4171.33,Withdrawal
2077,5373,2023-02-16,946.85,Deposit
2078,3370,2023-03-12,-2160.11,Withdrawal
2079,2325,2023-03-28,-2780.06,Deposit
2080,4055,2023-05-05,-4619.5,Withdrawal
2081,3548,2023-10-23,532.46,Deposit
2082,4403,2023-03-18,2332.2,Withdrawal
2083,276,2023-03-26,-3960.77,Withdrawal
2084,2730,2024-01-12,4028.62,Withdrawal
2085,4205,2023-03-01,-769.45,Deposit
2086,2614,2024-01-04,1650.96,Deposit
2087,3468,2024-01-18,-4676.65,Deposit
2088,2032,2023-10-31,-3536.17,Deposit
2089,352,2023-11-25,-3753.3,Withdrawal
2090,2302,2024-01-20,-896.66,Deposit
2091,2729,2023-05-16,827.02,Withdrawal
2092,4615,2024-01-02,-3020.73,Deposit
2093,1591,2024-01-21,2944.11,Withdrawal
2094,5984,2024-02-01,182.77,Withdrawal
2095,2137,2023-04-29,-3161.05,Deposit
2096,4634,2023-08-24,-814.81,Withdrawal
2097,407,2023-03-16,-3257.03,Deposit
2098,2293,2023-06-08,4903.33,Deposit
2099,110,2023-07-27,-3994.44,Withdrawal
2100,1985,2023-11-30,-4857.22,Deposit
2101,4286,2023-08-14,-4039.4,Withdrawal
2102,3657,2023-07-01,1185.8,Deposit
2103,3557,2023-11-25,2995.24,Withdrawal
2104,3913,2024-01-09,2367.14,Withdrawal
2105,217,2023-07-02,-651.51,Deposit
2106,3347,2023-01-09,-1412.37,Withdrawal
2107,4802,2023-11-11,825.7,Withdrawal
2108,5481,2023-01-19,538.61,Deposit
2109,1760,2023-06-15,-744.26,Deposit
2110,3319,2023-10-14,4937.63,Deposit
2111,5751,2023-05-05,2220.82,Withdrawal
2112,5463,2023-03-04,146.61,Deposit
2113,4380,2023-12-18,-4982.43,Withdrawal
2114,12,2023-05-11,-3710.44,Withdrawal
2115,39,2023-06-19,-999.91,Deposit
2116,5161,2023-09-27,2057.78,Deposit
2117,2839,2023-06-18,2097.41,Withdrawal
2118,2430,2023-06-15,-1807.15,Withdrawal
2119,1514,2023-12-12,-1612.11,Deposit
2120,3918,2023-12-23,-1614.6,Withdrawal
2121,4614,2023-07-06,-3085.3,Withdrawal
2122,418,2023-01-19,-4576.81,Deposit
2123,727,2023-03-01,-1019.47,Withdrawal
2124,4586,2023-04-19,-2603.46,Deposit
2125,1272,2023-07-25,-1143.41,Deposit
2126,3530,2023-07-08,-625.71,Withdrawal
2127,2130,2023-01-10,-2748.64,Deposit
2128,3925,2023-07-10,1238.33,Deposit
2129,4816,2023-08-23,1272.84,Withdrawal
2130,467,2023-08-28,2871.33,Deposit
2131,2326,2023-05-31,2589.99,Withdrawal
2132,5051,2023-04-01,-4456.61,Withdrawal
2133,4121,2023-03-26,4714.16,Withdrawal
2134,2374,2023-11-06,659.16,Withdrawal
2135,1357,2024-01-22,575.44,Withdrawal
2136,144,2023-05-29,-1086.82,Withdrawal
2137,282,2023-02-21,3242.22,Deposit
2138,4352,2023-03-16,1087.92,Withdrawal
2139,2944,2023-03-04,-4189.99,Withdrawal
2140,2057,2023-05-16,-429.16,Deposit
2141,1458,2023-09-27,-2397.94,Deposit
2142,2833,2023-02-23,2862.3,Withdrawal
2143,29,2023-06-19,-4351.39,Withdrawal
2144,4739,2023-01-03,-1348.67,Deposit
2145,5434,2023-01-11,-4319.96,Deposit
2146,3274,2023-06-30,-2355.89,Withdrawal
2147,4610,2023-10-18,1827.99,Withdrawal
2148,682,2023-03-07,1988.38,Deposit
2149,4024,2023-04-02,3840.36,Withdrawal
2150,1055,2023-07-13,3534.91,Deposit
2151,3299,2024-01-02,-3573.35,Deposit
2152,5798,2023-10-28,3353.3,Deposit
2153,1619,2023-11-19,4747.79,Withdrawal
2154,237,2023-02-08,-873.57,Withdrawal
2155,3567,2024-01-20,4137.44,Withdrawal
2156,2732,2023-06-20,2282.69,Deposit
2157,3345,2023-07-23,-148.93,Withdrawal
2158,32,2023-01-09,2028.3,Withdrawal
2159,3080,2023-04-04,2649.71,Deposit
2160,5580,2023-03-20,722.92,Deposit
2161,447,2023-12-08,-4335.57,Withdrawal
2162,3273,2023-01-08,-107.52,Withdrawal
2163,5832,2023-04-05,4024.11,Deposit
2164,4196,2023-03-01,-2586.11,Deposit
2165,2519,2023-12-22,1223.86,Deposit
2166,1926,2023-10-25,-2844.8,Withdrawal
2167,611,2023-08-19,1854.97,Withdrawal
2168,1107,2023-09-17,1434.13,Deposit
2169,1792,2023-12-07,2037.41,Withdrawal
2170,5236,2023-06-23,-635.0,Deposit
2171,4671,2023-12-12,1601.07,Deposit
2172,5921,2023-04-25,-3331.76,Deposit
2173,2412,2023-04-19,3399.08,Deposit
2174,5162,2023-12-11,379.05,Deposit
2175,1315,2023-08-21,-952.93,Withdrawal
2176,2682,2023-03-14,-3836.13,Deposit
2177,119,2024-01-19,-1601.1,Deposit
2178,2614,2023-06-15,-869.74,Deposit
2179,851,2023-05-24,-4817.35,Withdrawal
2180,4315,2023-01-16,-2895.84,Withdrawal
2181,2249,2023-10-08,4342.63,Withdrawal
2182,988,2023-02-14,-3335.68,Deposit
2183,4966,2023-10-09,142.55,Withdrawal
2184,5478,2023-09-14,-815.95,Deposit
2185,4571,2023-12-28,2814.42,Withdrawal
2186,4676,2023-10-25,297.87,Withdrawal
2187,3858,2023-08-23,-437.77,Withdrawal
2188,3820,2023-02-09,-976.22,Deposit
2189,5853,2023-10-23,3909.95,Withdrawal
2190,4784,2023-04-03,-2733.85,Deposit
2191,5275,2023-08-06,-2738.52,Withdrawal
2192,736,2023-12-05,-3678.84,Withdrawal
2193,743,2023-07-04,1664.57,Withdrawal
2194,5240,2024-01-20,-756.31,Withdrawal
2195,3928,2023-01-25,1188.02,Deposit
2196,3503,2023-05-03,-3311.26,Deposit
2197,4790,2024-01-11,2752.83,Deposit
2198,972,2024-01-02,-4472.22,Withdrawal
2199,3225,2023-08-02,2594.52,Deposit
2200,5641,2024-01-01,-1826.85,Withdrawal
2201,4621,2023-05-29,744.04,Withdrawal
2202,4961,2023-11-16,-4258.65,Deposit
2203,3094,2023-05-29,365.86,Withdrawal
2204,2116,2023-04-09,-548.48,Withdrawal
2205,1521,2023-08-03,-4180.27,Deposit
2206,3804,2023-12-17,-2440.26,Withdrawal
2207,4291,2023-02-15,4566.68,Deposit
2208,2840,2023-01-22,4467.54,Deposit
2209,5959,2023-09-03,574.0,Withdrawal
2210,1052,2023-09-22,480.44,Deposit
2211,5672,2023-02-14,2278.16,Withdrawal
2212,76,2023-10-28,742.13,Withdrawal
2213,1820,2023-06-01,1909.12,Withdrawal
2214,3534,2023-04-21,-3302.53,Deposit
2215,2186,2023-08-23,-2562.58,Deposit
2216,3300,2023-12-19,282.7,Deposit
2217,1772,2023-05-21,4053.01,Deposit
2218,3403,2023-07-30,2191.8,Withdrawal
2219,5015,2023-07-01,-2083.97,Deposit
2220,5228,2023-06-03,2052.82,Withdrawal
2221,1234,2023-08-18,-70.27,Withdrawal
2222,1250,2023-10-14,-3797.71,Withdrawal
2223,2639,2023-07-01,969.2,Deposit
2224,4168,2023-03-15,-2122.72,Withdrawal
2225,1134,2023-06-05,-1235.64,Deposit
2226,4507,2023-07-10,-160.52,Withdrawal
2227,800,2024-01-11,-707.52,Deposit
2228,4192,2024-01-17,4845.27,Deposit
2229,5789,2023-02-08,-3641.72,Deposit
2230,1347,2023-09-09,37.56,Withdrawal
2231,5088,2023-01-03,-3094.15,Withdrawal
2232,2829,2023-01-12,50.42,Deposit
2233,433,2023-01-19,555.77,Deposit
2234,2061,2023-11-08,-3719.89,Deposit
2235,1704,2023-08-28,3866.8,Deposit
2236,1308,2023-04-16,-1551.55,Withdrawal
2237,4756,2023-09-10,-1824.04,Deposit
2238,949,2023-03-10,2778.13,Withdrawal
2239,4153,2023-10-03,-25.19,Deposit
2240,4279,2023-08-12,-1917.94,Deposit
2241,1984,2023-02-18,-874.43,Deposit
2242,1795,2023-11-08,1917.57,Deposit
2243,4451,2023-05-21,4899.41,Deposit
2244,4744,2024-01-19,-1128.17,Deposit
2245,923,2023-10-27,-1300.27,Deposit
2246,4614,2023-06-19,-4996.28,Deposit
2247,2370,2023-07-13,3274.01,Deposit
2248,4414,2023-02-17,-3944.92,Withdrawal
2249,1070,2023-06-02,4900.88,Withdrawal
2250,3634,2023-05-27,1657.67,Withdrawal
2251,601,2023-01-02,3474.06,Deposit
2252,4171,2023-07-28,3061.75,Withdrawal
2253,223,2023-01-29,1241.26,Withdrawal
2254,1358,2023-11-24,-4231.63,Deposit
2255,1276,2024-01-25,-629.2,Withdrawal
2256,943,2024-01-30,-3139.63,Withdrawal
2257,2355,2023-12-12,-2662.09,Deposit
2258,3297,2023-06-06,1376.34,Withdrawal
2259,3286,2023-09-24,-747.26,Withdrawal
2260,2679,2023-06-25,2444.45,Withdrawal
2261,3714,2023-09-11,1196.1,Withdrawal
2262,2424,2023-05-15,2638.89,Withdrawal
2263,2054,2023-07-22,4525.38,Deposit
2264,3746,2023-11-03,396.59,Deposit
2265,240,2024-01-28,-2089.25,Withdrawal
2266,5843,2023-09-15,3780.59,Withdrawal
2267,4353,2023-08-08,3449.36,Deposit
2268,2075,2024-01-01,2620.09,Deposit
2269,5839,2023-09-17,-3829.67,Deposit
2270,180,2023-02-25,2145.21,Deposit
2271,48,2023-06-04,-3637.21,Withdrawal
2272,760,2023-01-30,245.98,Deposit
2273,3464,2023-07-28,-2470.87,Withdrawal
2274,2170,2023-11-15,4911.65,Withdrawal
2275,2352,2023-12-22,4722.01,Withdrawal
2276,4676,2023-07-15,1044.76,Withdrawal
2277,5189,2023-07-25,2229.5,Withdrawal
2278,4860,2023-01-23,-3516.19,Withdrawal
2279,3365,2023-09-26,4041.52,Withdrawal
2280,2348,2023-07-13,2285.82,Deposit
2281,2597,2023-12-31,2401.88,Withdrawal
2282,3282,2023-12-11,-942.84,Withdrawal
2283,575,2023-01-18,-3491.85,Deposit
2284,3358,2023-12-07,-4960.54,Deposit
2285,2371,2023-08-11,-543.47,Withdrawal
2286,3477,2023-11-05,2921.46,Deposit
2287,842,2023-04-13,1416.88,Withdrawal
2288,4266,2023-09-19,2589.87,Deposit
2289,4927,2023-02-02,-4807.94,Withdrawal
2290,2522,2023-02-13,4953.32,Deposit
2291,4932,2023-07-16,-4819.3,Withdrawal
2292,1088,2023-10-06,359.76,Withdrawal
2293,5901,2023-11-14,57.25,Deposit
2294,1096,2023-12-03,-81.39,Withdrawal
2295,457,2024-01-16,-1309.22,Withdrawal
2296,2818,2023-08-04,-2696.56,Deposit
2297,201,2023-12-19,3618.22,Deposit
2298,146,2023-07-25,-1659.98,Withdrawal
2299,5244,2023-07-24,362.45,Deposit
2300,269,2023-07-30,2407.07,Deposit
2301,369,2023-08-31,-3602.39,Deposit
2302,1666,2023-02-06,2994.24,Withdrawal
2303,2512,2023-02-28,3778.53,Deposit
2304,5901,2023-06-08,-1979.72,Withdrawal
2305,5088,2023-07-19,-4440.35,Deposit
2306,1417,2023-01-17,-2106.1,Withdrawal
2307,5550,2023-07-07,3406.25,Withdrawal
2308,1688,2024-01-30,4213.38,Deposit
2309,4134,2023-11-17,-4862.88,Withdrawal
2310,2511,2023-04-01,-2511.27,Withdrawal
2311,2557,2023-05-01,-670.7,Deposit
2312,2771,2023-11-28,-3303.62,Deposit
2313,4360,2023-02-23,-4865.15,Deposit
2314,751,2023-10-15,4481.67,Withdrawal
2315,2837,2024-01-02,4777.7,Withdrawal
2316,3398,2023-11-03,-4969.84,Deposit
2317,5927,2023-09-18,-307.14,Deposit
2318,4076,2023-07-23,1747.73,Withdrawal
2319,5470,2023-10-01,-1641.93,Deposit
2320,5893,2023-08-14,1408.93,Deposit
2321,4942,2023-05-05,-2198.32,Withdrawal
2322,5326,2023-01-30,4113.76,Deposit
2323,5126,2023-03-03,-1646.77,Withdrawal
2324,5990,2023-12-28,-2254.82,Withdrawal
2325,5425,2023-02-27,-887.42,Deposit
2326,1373,2023-09-15,3823.75,Withdrawal
2327,695,2023-04-16,-392.33,Withdrawal
2328,730,2023-12-14,-1948.36,Withdrawal
2329,954,2023-10-22,-4778.21,Withdrawal
2330,248,2023-07-01,1423.51,Deposit
2331,2743,2023-07-01,-2953.79,Deposit
2332,5942,2024-02-01,-2086.94,Withdrawal
2333,505,2023-01-14,-1334.74,Withdrawal
2334,2300,2023-03-02,-3658.92,Withdrawal
2335,35,2023-02-09,-1017.16,Withdrawal
2336,5466,2023-12-18,1668.64,Withdrawal
2337,193,2023-02-19,-4073.54,Deposit
